标题,参考价,京东价,京东链接,产品图片,产品参数,存储容量,硬盘尺寸,接口类型,缓存,读取速度,写入速度,平均寻道时间,平均无故障时间
惠普SP423（1TB）,499,998.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100092664093.html,https://2e.zol-img.com.cn/product/261_320x240/854/ceZM2T9AZ3TXk.jpg,"存储容量：1TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：无缓存
读取速度：3500MB/s
写入速度：3000MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",1TB,暂无数据,M.2 PCIe接口,无缓存,3500MB/s,3000MB/s,暂无数据,暂无数据
京东京造玄武 1TB,499,449.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100098309598.html,https://2c.zol-img.com.cn/product/261_320x240/900/celWr47bNn8IQ.jpg,"存储容量：1TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：无缓存
读取速度：7000MB/s
写入速度：6000MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",1TB,暂无数据,M.2 PCIe接口,无缓存,7000MB/s,6000MB/s,暂无数据,暂无数据
金士顿A1000（120GB）,499,,,https://2c.zol-img.com.cn/product/194_320x240/76/ce4NL8fLdEd5I.jpg,"存储容量：120GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口（16Gb/s）
缓存：暂无数据
读取速度：暂无数据
写入速度：暂无数据
平均无故障时间：100万小时
平均寻道时间：暂无数据",120GB,暂无数据,M.2 PCIe接口（16Gb/s）,暂无数据,暂无数据,暂无数据,暂无数据,100万小时
浦科特M10e（512GB）,499,,,https://2b.zol-img.com.cn/product/225_320x240/153/cecxNS8OwrCbY.jpg,"存储容量：512GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：3700MB/s
写入速度：2200MB/s
平均无故障时间：250万小时
平均寻道时间：暂无数据",512GB,暂无数据,M.2 PCIe接口,暂无数据,3700MB/s,2200MB/s,暂无数据,250万小时
雷克沙NM700（512GB）,499,,,https://2b.zol-img.com.cn/product/202_320x240/661/ceyatBTZ50YU.jpg,"存储容量：512GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：512MB
读取速度：3500MB/s
写入速度：2000MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",512GB,暂无数据,M.2 PCIe接口,512MB,3500MB/s,2000MB/s,暂无数据,暂无数据
海康威视Q2000 M.2（500GB）,499,,,https://2b.zol-img.com.cn/product/205_320x240/163/ceDFlZ8X00Was.jpg,"存储容量：500GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：1600MB/s
写入速度：1000MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",500GB,暂无数据,M.2 PCIe接口,暂无数据,1600MB/s,1000MB/s,暂无数据,暂无数据
英睿达P5 M.2（500GB）,499,,,https://2c.zol-img.com.cn/product/225_320x240/782/ce56XxHq4TxM.jpg,"存储容量：500GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：3400MB/s
写入速度：3000MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",500GB,暂无数据,M.2 PCIe接口,暂无数据,3400MB/s,3000MB/s,暂无数据,暂无数据
佰微WooKong（512GB）,499,,,https://2a.zol-img.com.cn/product/205_320x240/700/ces3ldFgkSfqY.jpg,"存储容量：512GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：1700MB/s
写入速度：1400MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",512GB,暂无数据,M.2 PCIe接口,暂无数据,1700MB/s,1400MB/s,暂无数据,暂无数据
雷克沙NM620（512GB）,499,259.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10041800427164.html,https://2c.zol-img.com.cn/product/225_320x240/48/ceEq8NFyffSVM.jpg,"存储容量：512GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：3300MB/s
写入速度：2400MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",512GB,暂无数据,M.2 PCIe接口,暂无数据,3300MB/s,2400MB/s,暂无数据,暂无数据
惠普EX950 M.2（512GB）,499,,,https://2e.zol-img.com.cn/product/195_320x240/336/ceyg9lcr15k2A.jpg,"存储容量：512GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：3500MB/s
写入速度：2250MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",512GB,暂无数据,M.2 PCIe接口,暂无数据,3500MB/s,2250MB/s,暂无数据,暂无数据
景讯欣SU3D M.2（512GB）,499,,,https://2a.zol-img.com.cn/product/221_320x240/984/cehmfLWVVn1JA.jpg,"存储容量：512GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：2230MB/s
写入速度：1540MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",512GB,暂无数据,M.2 PCIe接口,暂无数据,2230MB/s,1540MB/s,暂无数据,暂无数据
Intel 760P M.2 2280（256GB）,499,,,https://2a.zol-img.com.cn/product/189_320x240/80/ceciBff9q9s3A.jpg,"存储容量：256GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：3210MB/s
写入速度：1315MB/s
平均无故障时间：160万小时
平均寻道时间：暂无数据",256GB,暂无数据,M.2 PCIe接口,暂无数据,3210MB/s,1315MB/s,暂无数据,160万小时
希捷酷鱼510（500GB）,499,,,https://2b.zol-img.com.cn/product/225_320x240/365/cet4x23FawkbU.jpg,"存储容量：500GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：512MB
读取速度：3400MB/s
写入速度：2400MB/s
平均无故障时间：180万小时
平均寻道时间：暂无数据",500GB,暂无数据,M.2 PCIe接口,512MB,3400MB/s,2400MB/s,暂无数据,180万小时
海康威视C3000（512GB）,499,,,https://2f.zol-img.com.cn/product/225_320x240/589/ceqJWDphK6zbo.jpg,"存储容量：512GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：512MB
读取速度：3400MB/s
写入速度：1950MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",512GB,暂无数据,M.2 PCIe接口,512MB,3400MB/s,1950MB/s,暂无数据,暂无数据
致钛PC005 Active（512GB）,499,,,https://2e.zol-img.com.cn/product/222_320x240/534/cexLNzDGMa0Yo.png,"存储容量：512GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：512MB
读取速度：3500MB/s
写入速度：2500MB/s
平均无故障时间：150万小时
平均寻道时间：暂无数据",512GB,暂无数据,M.2 PCIe接口,512MB,3500MB/s,2500MB/s,暂无数据,150万小时
雷克沙NM610PRO（1TB）,499,359.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100032843821.html,https://2d.zol-img.com.cn/product/222_320x240/237/ce9cdQUKSw0g.jpg,"存储容量：1TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：3300MB/s
写入速度：2600MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",1TB,暂无数据,M.2 PCIe接口,暂无数据,3300MB/s,2600MB/s,暂无数据,暂无数据
梵想S500 PRO（1TB）,499,379.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10060542281583.html,https://2c.zol-img.com.cn/product/222_320x240/614/cehqS1jiVsCl6.jpg,"存储容量：1TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：3500MB/s
写入速度：3150MB/s
平均无故障时间：150万小时
平均寻道时间：暂无数据",1TB,暂无数据,M.2 PCIe接口,暂无数据,3500MB/s,3150MB/s,暂无数据,150万小时
微星SPATIUM M390（500GB）,499,,,https://2b.zol-img.com.cn/product/225_320x240/615/ce3PWEdlMduQ.jpg,"存储容量：500GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：3300MB/s
写入速度：2300MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",500GB,暂无数据,M.2 PCIe接口,暂无数据,3300MB/s,2300MB/s,暂无数据,暂无数据
金胜维PCIe NVMe M.2 2280（512GB）,499,,,https://2f.zol-img.com.cn/product/198_320x240/319/ceZLnB3ZkSiU.jpg,"存储容量：512GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：1600±MB/s
写入速度：1000±MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",512GB,暂无数据,M.2 PCIe接口,暂无数据,1600±MB/s,1000±MB/s,暂无数据,暂无数据
景讯欣SU3D M.2（1TB）,499,,,https://2e.zol-img.com.cn/product/270_320x240/2/ceEZKRq7Caubg.jpg,"存储容量：1TB
硬盘尺寸：2280
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：2230MB/s
写入速度：1540MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",1TB,2280,M.2 PCIe接口,暂无数据,2230MB/s,1540MB/s,暂无数据,暂无数据
威刚GAMMIX S10（128GB）,499,,,https://2d.zol-img.com.cn/product/185_320x240/787/ceHbdF4b9wrmQ.jpg,"存储容量：128GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：1800MB/s
写入速度：850MB/s
平均寻道时间：0.5ms
平均无故障时间：200万小时",128GB,暂无数据,M.2 PCIe接口,暂无数据,1800MB/s,850MB/s,0.5ms,200万小时
aigo（爱国者）P3500 1TB,499,359.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10071083286070.html,https://2c.zol-img.com.cn/product/227_320x240/928/ce5SezKgxdxE.jpg,"存储容量：1TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：3500MB/s
写入速度：3100MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",1TB,暂无数据,M.2 PCIe接口,暂无数据,3500MB/s,3100MB/s,暂无数据,暂无数据
联想SPEEO UP M.2 NGFF 2242（120GB）,499,,,https://2a.zol-img.com.cn/product/201_320x240/784/ceX3zceHe27OY.jpg,"存储容量：120GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口（NGFF 2242）
缓存：暂无数据
读取速度：530MB/s
写入速度：420MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",120GB,暂无数据,M.2 PCIe接口（NGFF 2242）,暂无数据,530MB/s,420MB/s,暂无数据,暂无数据
幻存V1200（1TB）,499,499.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10121017695359.html,https://2c.zol-img.com.cn/product/271_320x240/908/cepMXDbSvXM.jpg,"存储容量：1TB
硬盘尺寸：2242
接口类型：M.2 PCIe接口
缓存：无缓存
读取速度：1200MB/s
写入速度：1000MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",1TB,2242,M.2 PCIe接口,无缓存,1200MB/s,1000MB/s,暂无数据,暂无数据
梵想S790（1TB）,499,469.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10067966718490.html,https://2c.zol-img.com.cn/product/244_320x240/854/cesrAgAgzokY.jpg,"存储容量：1TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：7450MB/s
写入速度：6600MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",1TB,暂无数据,M.2 PCIe接口,暂无数据,7450MB/s,6600MB/s,暂无数据,暂无数据
达墨PCIE M.2 固态硬盘（512GB）,499,,,https://2d.zol-img.com.cn/product/225_320x240/373/ce1mTlOfIjD9U.jpg,"存储容量：512GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：3461MB/s
写入速度：2127MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",512GB,暂无数据,M.2 PCIe接口,暂无数据,3461MB/s,2127MB/s,暂无数据,暂无数据
朗科绝影N930E（480GB）,499,,,https://2c.zol-img.com.cn/product/196_320x240/724/ceKAu12lWNU9s.jpg,"存储容量：480GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：暂无数据
写入速度：暂无数据
平均无故障时间：150万小时
平均寻道时间：暂无数据",480GB,暂无数据,M.2 PCIe接口,暂无数据,暂无数据,暂无数据,暂无数据,150万小时
奥睿科IG740Pro（1TB）,499,459.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10131066021135.html,https://2d.zol-img.com.cn/product/271_320x240/579/ceZo2BVxMrg.jpg,"存储容量：1TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：无缓存
读取速度：7100MB/s
写入速度：6500MB/s
平均无故障时间：150万小时
平均寻道时间：暂无数据",1TB,暂无数据,M.2 PCIe接口,无缓存,7100MB/s,6500MB/s,暂无数据,150万小时
铠侠LSE10Z001TC8,499,569.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10046247622957.html,https://2d.zol-img.com.cn/product/259_320x240/639/cerNrDLC5XqQE.png,"存储容量：1TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：256M
读取速度：7300MB/s
写入速度：6400MB/s
平均无故障时间：150万小时
平均寻道时间：暂无数据",1TB,暂无数据,M.2 PCIe接口,256M,7300MB/s,6400MB/s,暂无数据,150万小时
金胜维XF 1TB 2242,499,479.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100075612829.html,https://2e.zol-img.com.cn/product/259_320x240/744/cehqFPAzNsHlU.png,"存储容量：1TB
硬盘尺寸：M.2 2230
接口类型：M.2 PCIe接口
缓存：无缓存
读取速度：5000MB/s
写入速度：4500MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",1TB,M.2 2230,M.2 PCIe接口,无缓存,5000MB/s,4500MB/s,暂无数据,暂无数据
梵想S500（1TB ）,499,379.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100036659907.html,https://2c.zol-img.com.cn/product/222_320x240/632/cept00cAcU6bE.jpg,"存储容量：1TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：2100MB/s
写入速度：1800MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",1TB,暂无数据,M.2 PCIe接口,暂无数据,2100MB/s,1800MB/s,暂无数据,暂无数据
昱联AS806（512GB）,499,,,https://2a.zol-img.com.cn/product/225_320x240/252/cePIt92dE9Y7U.jpg,"存储容量：512GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：1250MB/s
写入速度：1127MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",512GB,暂无数据,M.2 PCIe接口,暂无数据,1250MB/s,1127MB/s,暂无数据,暂无数据
梵想S690（2TB）,509,729.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100052237869.html,https://2b.zol-img.com.cn/product/238_320x240/739/cetJce9K0zxSk.png,"存储容量：2TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：4800MB/s
写入速度：4500MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",2TB,暂无数据,M.2 PCIe接口,暂无数据,4800MB/s,4500MB/s,暂无数据,暂无数据
SOLIDIGM P44 Pro（512GB）,519,538.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10070015396747.html,https://2f.zol-img.com.cn/product/229_320x240/513/ce0RyFCrMbcs.jpg,"存储容量：512GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：7000MB/s
写入速度：4700MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",512GB,暂无数据,M.2 PCIe接口,暂无数据,7000MB/s,4700MB/s,暂无数据,暂无数据
三星980 NVMe M.2（500GB）,519,385.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10027538035607.html,https://2e.zol-img.com.cn/product/220_320x240/728/ceeIvWIMRGSU.jpg,"存储容量：500GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：3100MB/s
写入速度：2600MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",500GB,暂无数据,M.2 PCIe接口,暂无数据,3100MB/s,2600MB/s,暂无数据,暂无数据
联想ThinkLife ST9000 M.2（512GB）,519,,,https://2a.zol-img.com.cn/product/225_320x240/196/ceMEo1fL3zGvU.jpg,"存储容量：512GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：1500MB/s
写入速度：1200MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",512GB,暂无数据,M.2 PCIe接口,暂无数据,1500MB/s,1200MB/s,暂无数据,暂无数据
ahseck PM991A（1TB）,529,529.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10036761894776.html,https://2a.zol-img.com.cn/product/268_320x240/844/cebfobVGQkdb6.jpg,"存储容量：1TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe 3.0接口（2230）
缓存：暂无数据
读取速度：3100MB/s
写入速度：1950MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",1TB,暂无数据,M.2 PCIe 3.0接口（2230）,暂无数据,3100MB/s,1950MB/s,暂无数据,暂无数据
联想拯救者L500（1TB）,529,499.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100138320018.html,https://2d.zol-img.com.cn/product/270_320x240/629/cePtsqrNJP3U.jpg,"存储容量：1TB
硬盘尺寸：2280
接口类型：M.2 PCIe接口
缓存：无缓存
读取速度：5100MB/s
写入速度：4500MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",1TB,2280,M.2 PCIe接口,无缓存,5100MB/s,4500MB/s,暂无数据,暂无数据
京东京造鲲鹏（2TB）,529,949.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100057236513.html,https://2c.zol-img.com.cn/product/246_320x240/414/ceKx1nBGGvUqA.png,"存储容量：2TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：7100MB/s
写入速度：6500MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",2TB,暂无数据,M.2 PCIe接口,暂无数据,7100MB/s,6500MB/s,暂无数据,暂无数据
致态TiPlus7100（1TB）,529,529.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100041006319.html,https://2d.zol-img.com.cn/product/223_320x240/555/ce7ZOVlOE3Ug.jpg,"存储容量：1TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：7000MB/s
写入速度：6000MB/s
平均无故障时间：150万小时
平均寻道时间：暂无数据",1TB,暂无数据,M.2 PCIe接口,暂无数据,7000MB/s,6000MB/s,暂无数据,150万小时
