标题,参考价,京东价,京东链接,产品图片,产品参数,适用类型,内存容量,内存类型,内存主频
金邦巨蟹 RGB DDR5 7200 32GB（2×16GB）,1099,949.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10082810568098.html,https://2e.zol-img.com.cn/product/259_320x240/444/ceay3ah9mo6Y.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：7200MHz",台式机,暂无数据,DDR5,7200MHz
金邦巨蟹 RGB DDR5 6000 48GB（2×24GB）,769,899.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10093181800120.html,https://2e.zol-img.com.cn/product/259_320x240/444/ceay3ah9mo6Y.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：6000MHz",台式机,暂无数据,DDR5,6000MHz
金邦巨蟹 RGB DDR5 6400 48GB（2×24GB）,869,929.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10094454414694.html,https://2e.zol-img.com.cn/product/259_320x240/444/ceay3ah9mo6Y.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：6400MHz",台式机,暂无数据,DDR5,6400MHz
金邦巨蟹 RGB DDR5 7200 48GB（2×24GB）,1799,1399.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10093181800121.html,https://2e.zol-img.com.cn/product/259_320x240/444/ceay3ah9mo6Y.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：7200MHz",台式机,暂无数据,DDR5,7200MHz
金邦巨蟹 RGB DDR5 8000 48GB（2×24GB）,2499,1499.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10093181800122.html,https://2e.zol-img.com.cn/product/259_320x240/444/ceay3ah9mo6Y.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：8000MHz",台式机,暂无数据,DDR5,8000MHz
金邦巨蟹 RGB DDR5 8200 48GB（2×24GB）,2899,1699.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10093181800123.html,https://2e.zol-img.com.cn/product/259_320x240/444/ceay3ah9mo6Y.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：8200MHz",台式机,暂无数据,DDR5,8200MHz
金邦巨蟹 RGB DDR5 6400 64GB（2×32GB）,1399,1699.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10096350453311.html,https://2e.zol-img.com.cn/product/259_320x240/444/ceay3ah9mo6Y.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：6400MHz",台式机,暂无数据,DDR5,6400MHz
长城8GB DDR4 3200MHz,99,79.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100060162520.html,https://2e.zol-img.com.cn/product/258_320x240/712/cewEkgEHZVzs.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：3200MHz",台式机,暂无数据,DDR4,3200MHz
长城16GB DDR4 3200MHz,185,139.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100060162542.html,https://2a.zol-img.com.cn/product/258_320x240/702/ceRWaZNFb95G6.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：3200MHz",台式机,暂无数据,DDR4,3200MHz
长城32GB DDR4 3200MHz,379,299.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100060162546.html,https://2a.zol-img.com.cn/product/258_320x240/708/ce1MI3QjtUjE.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：3200MHz",台式机,暂无数据,DDR4,3200MHz
金士顿16GB DDR5 5600笔记本内存条,429,319.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100080925526.html,https://2e.zol-img.com.cn/product/258_320x240/374/cenOeYAHqSSo.jpg,"适用类型：笔记本
内存容量：暂无数据
内存类型：DDR5
内存主频：5600MHz",笔记本,暂无数据,DDR5,5600MHz
金士顿32GB DDR5 5600笔记本内存条,799,599.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100080925520.html,https://2e.zol-img.com.cn/product/258_320x240/374/cenOeYAHqSSo.jpg,"适用类型：笔记本
内存容量：暂无数据
内存类型：DDR5
内存主频：5600MHz",笔记本,暂无数据,DDR5,5600MHz
金士顿32GB(16G×2) DDR5 5600笔记本内存条,859,,,https://2e.zol-img.com.cn/product/258_320x240/374/cenOeYAHqSSo.jpg,"适用类型：笔记本
内存容量：暂无数据
内存类型：DDR5
内存主频：5600MHz",笔记本,暂无数据,DDR5,5600MHz
金士顿64GB(32G×2) DDR5 5600笔记本内存条,1999,,,https://2e.zol-img.com.cn/product/258_320x240/374/cenOeYAHqSSo.jpg,"适用类型：笔记本
内存容量：暂无数据
内存类型：DDR5
内存主频：5600MHz",笔记本,暂无数据,DDR5,5600MHz
金百达星刃 DDR5 6800 24GBx2,1059,1019.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100082805641.html,https://2f.zol-img.com.cn/product/259_320x240/49/ceVVvh2T3EY.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：6800MHz",台式机,暂无数据,DDR5,6800MHz
芝奇Ripjaws V 16GB（2×8GB）DDR4 3600（F4-3600C19D-16GVRB）,699,,,https://2f.zol-img.com.cn/product/207_320x240/301/ceC45A36XJ1mw.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：3600MHz",台式机,暂无数据,DDR4,3600MHz
威刚XPG 龙耀D60G 16GB（2×8GB）DDR4 4133,1299,,,https://2e.zol-img.com.cn/product/210_320x240/846/ceNdxjlD9XoV2.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：4133MHz",台式机,暂无数据,DDR4,4133MHz
海盗船统治者铂金 RGB 32GB（2×16GB）DDR4 3200,1499,799.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100003671722.html,https://2c.zol-img.com.cn/product/226_320x240/856/cendISTtGo0OY.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：3200MHz",台式机,暂无数据,DDR4,3200MHz
玖合8GB DDR4 3000（台式机）,249,,,https://2f.zol-img.com.cn/product/206_320x240/293/ceOFtMMY4tSJE.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：3000MHz",台式机,暂无数据,DDR4,3000MHz
磐镭RGB PRO GAMING MEMORY 8GB DDR4 3200,289,,,https://2c.zol-img.com.cn/product/216_320x240/68/ceUzSJ7qf8HyI.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：3200MHz",台式机,暂无数据,DDR4,3200MHz
阿斯加特博拉琪 2×8GB DDR4 4000（B-die C14）,869,,,https://2d.zol-img.com.cn/product/222_320x240/605/ceKDGMw4FOS6.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：4000MHz",台式机,暂无数据,DDR4,4000MHz
威刚龙耀LANCER RGB 2×16GB DDR5 6000,1998,899.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100020095243.html,https://2d.zol-img.com.cn/product/222_320x240/423/cea0ZGE3O7tXA.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：6000MHz",台式机,暂无数据,DDR5,6000MHz
联想Master大师 16GB DDR4 3200,449,,,https://2b.zol-img.com.cn/product/207_320x240/521/ceTEYqupYdU9Y.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：3200MHz",台式机,暂无数据,DDR4,3200MHz
七彩虹战斧 赤焰 64GB（2×32GB）DDR4 3600,849,749.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100047851134.html,https://2d.zol-img.com.cn/product/238_320x240/991/cex1Q1gCzNFk.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：3600MHz",台式机,暂无数据,DDR4,3600MHz
海盗船统治者铂金 RGB 16GB（2×8GB）DDR4 3200,969,399.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100003671728.html,https://2a.zol-img.com.cn/product/226_320x240/892/cegnL42mxJtz.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：3200MHz",台式机,暂无数据,DDR4,3200MHz
Acer宏碁 Vesta II 炫光星舰 DDR5 7200 C34 32GB(16GB×2),1299,1099.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100074548089.html,https://2c.zol-img.com.cn/product/259_320x240/398/cebL7JdphknLU.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：7200MHz",台式机,暂无数据,DDR5,7200MHz
威刚XPG 龙耀D60G 16GB（2×8GB）DDR4 3000,579,,,https://2b.zol-img.com.cn/product/206_320x240/395/ceSNNxxxFJMkY.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：3000MHz",台式机,暂无数据,DDR4,3000MHz
金百达星刃 DDR5 6000 32GB(16GBx2),799,849.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100088309790.html,https://2c.zol-img.com.cn/product/259_320x240/4/ceixSy7iI4izQ.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：6000MHz",台式机,暂无数据,DDR5,6000MHz
金士顿FURY Renegade 16GB DDR5 6400（KF564C32RSA-16）,1449,,,https://2a.zol-img.com.cn/product/221_320x240/648/ceNFqrcVnNcxg.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：6400MHz",台式机,暂无数据,DDR5,6400MHz
xingyixin（星亿芯）ddr4 2400 8g ddr4 2400 8g,149,,,https://2e.zol-img.com.cn/product/229_320x240/702/ce0NdsgBbEng.jpg,"适用类型：288-pin ddr4 sdram
内存容量：暂无数据
内存类型：暂无数据
内存主频：2400MHz",288-pin ddr4 sdram,暂无数据,暂无数据,2400MHz
阿斯加特16GB DDR5 4800（台式机）,1299,,,https://2d.zol-img.com.cn/product/216_320x240/569/cemYhN9SPJm92.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：4800MHz",台式机,暂无数据,DDR5,4800MHz
Acer宏碁 Hera 影锋 DDR5 8400 48GB（2×24GB）,1699,1599.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100145342602.html,https://2f.zol-img.com.cn/product/270_320x240/963/cehrOi8otzFc.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：8400MHz",台式机,暂无数据,DDR5,8400MHz
新乐士狂刃 DDR5 6000 32GB（2×16GB） 黑色,699,849.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10112410482050.html,https://2c.zol-img.com.cn/product/259_320x240/544/ce2uElz2EQcY.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：6000MHz",台式机,暂无数据,DDR5,6000MHz
新乐士狂刃 DDR5 6400 32GB（2×16GB） 白色,799,849.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10106576339444.html,https://2d.zol-img.com.cn/product/259_320x240/533/ce4P7elxUEdw.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：6400MHz",台式机,暂无数据,DDR5,6400MHz
新乐士狂刃 DDR5 6400 64GB（2×32GB） 白色,1429,,,https://2d.zol-img.com.cn/product/259_320x240/533/ce4P7elxUEdw.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：6400MHz",台式机,暂无数据,DDR5,6400MHz
新乐士狂刃 DDR5 6800 32GB（2×16GB） 黑色,849,849.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10106576339448.html,https://2c.zol-img.com.cn/product/259_320x240/544/ce2uElz2EQcY.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：6800MHz",台式机,暂无数据,DDR5,6800MHz
新乐士狂刃 DDR5 6800 32GB（2×16GB） 白色,839,,,https://2d.zol-img.com.cn/product/259_320x240/533/ce4P7elxUEdw.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：6800MHz",台式机,暂无数据,DDR5,6800MHz
新乐士狂刃 DDR5 7200 32GB（2×16GB） 黑色,899,899.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10106576339449.html,https://2c.zol-img.com.cn/product/259_320x240/544/ce2uElz2EQcY.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：7200MHz",台式机,暂无数据,DDR5,7200MHz
新乐士狂刃 DDR5 7200 32GB（2×16GB） 白色,899,,,https://2d.zol-img.com.cn/product/259_320x240/533/ce4P7elxUEdw.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：7200MHz",台式机,暂无数据,DDR5,7200MHz
金百达RGB灯条内存 16GB（2×8GB）DDR4 3200,389,,,https://2d.zol-img.com.cn/product/225_320x240/525/cemIcHntvosr.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：3200MHz",台式机,暂无数据,DDR4,3200MHz
金士顿骇客神条FURY 16GB DDR4 3733 RGB（HX437C19FB3AK2/16）,829,469.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100011529710.html,https://2a.zol-img.com.cn/product/226_320x240/648/ceICv8tgDV8Wo.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：3733MHz",台式机,暂无数据,DDR4,3733MHz
AIRDISK 16GB DDR4 3200（台式机）,379,,,https://2e.zol-img.com.cn/product/216_320x240/744/ce3FhRH3aEvpE.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：3200MHz",台式机,暂无数据,DDR4,3200MHz
科赋Cras X 32GB（2×16GB）DDR4 3600,1329,,,https://2b.zol-img.com.cn/product/226_320x240/253/ceQ24QKi4leDQ.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：3600MHz",台式机,暂无数据,DDR4,3600MHz
先锋冰锋系列 8GB DDR4 3600,89,,,https://2a.zol-img.com.cn/product/256_320x240/556/ceed5PMqzivhg.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：3600MHz",台式机,暂无数据,DDR4,3600MHz
Acer宏碁 Hera 影锋 DDR5 6800 C34 48GB(24GB×2),1559,1249.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100114306845.html,https://2d.zol-img.com.cn/product/269_320x240/903/ceZ2w1KCrsLwg.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：6800MHz",台式机,暂无数据,DDR5,6800MHz
金士顿FURY 叛逆者Renegade DDR5 7200 16GB,799,,,https://2a.zol-img.com.cn/product/259_320x240/360/cehwxD3WzX3Ys.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：7200MHz",台式机,暂无数据,DDR5,7200MHz
金士顿FURY 叛逆者Renegade DDR5 7200 16GB 白色款,799,,,https://2f.zol-img.com.cn/product/259_320x240/359/cePbrXU6dQbE.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：7200MHz",台式机,暂无数据,DDR5,7200MHz
金士顿FURY 叛逆者Renegade DDR5 7200 32GB(16GBx2),1599,1499.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100049673651.html,https://2c.zol-img.com.cn/product/259_320x240/362/ceRoPGS3pevls.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：7200MHz",台式机,暂无数据,DDR5,7200MHz
金士顿FURY 叛逆者Renegade DDR5 7200 32GB(16GBx2) 白色款,1599,,,https://2d.zol-img.com.cn/product/259_320x240/297/ceCWz0S6k40DM.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：7200MHz",台式机,暂无数据,DDR5,7200MHz
金士顿FURY 叛逆者Renegade DDR5 7200 32GB(16GBx2) RGB款,1699,,,https://2b.zol-img.com.cn/product/259_320x240/361/ce9gIUq6df0js.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：7200MHz",台式机,暂无数据,DDR5,7200MHz
金士顿FURY 叛逆者Renegade DDR5 6800 32GB(16GBx2) 白色RGB款,1699,,,https://2b.zol-img.com.cn/product/259_320x240/295/ce9EIlvNGQOk.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：7200MHz",台式机,暂无数据,DDR5,7200MHz
光威深渊 16GB DDR4 3200（2×8GB）,649,,,https://2d.zol-img.com.cn/product/198_320x240/987/ceheTQ4eCfRc.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：3200MHz",台式机,暂无数据,DDR4,3200MHz
三星16GB DDR4 2400,549,209.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/28047113433.html,https://2c.zol-img.com.cn/product/194_320x240/246/ces7R3af2Gec.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：2400MHz",台式机,暂无数据,DDR4,2400MHz
铭瑄 机甲暴风W5 DDR5 5600 16GB,299,225.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10100794283151.html,https://2b.zol-img.com.cn/product/259_320x240/825/cexlv5yMlZStU.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：5600MHz",台式机,暂无数据,DDR5,5600MHz
铭瑄 机甲暴风W5 DDR5 5600 32GB（2×16GB）,599,432.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100085748580.html,https://2c.zol-img.com.cn/product/259_320x240/826/ce2f5Tug9biQ.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：5600MHz",台式机,暂无数据,DDR5,5600MHz
棘蛇32GB（2×16GB）DDR4 2666 黑马甲条,689,,,https://2e.zol-img.com.cn/product/226_320x240/632/cexTM6Wis9Y.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：2666MHz",台式机,暂无数据,DDR4,2666MHz
海力士4GB DDR4 2400台式机内存,75,59.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/72481709576.html,https://2a.zol-img.com.cn/product/260_320x240/444/ceaFLhYcEEjHE.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：2400MHz",台式机,暂无数据,DDR4,2400MHz
海力士8GB DDR4 2400台式机内存,125,99.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/72481709579.html,https://2a.zol-img.com.cn/product/260_320x240/444/ceaFLhYcEEjHE.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：2400MHz",台式机,暂无数据,DDR4,2400MHz
海力士16GB DDR4 2400台式机内存,259,199.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/72481709582.html,https://2a.zol-img.com.cn/product/260_320x240/444/ceaFLhYcEEjHE.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：2400MHz",台式机,暂无数据,DDR4,2400MHz
xingyixin（星亿芯）ddr4 2666 8g ddr4 2666 8g,159,119.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/62654151540.html,https://2c.zol-img.com.cn/product/229_320x240/706/ce520ez7llVOA.jpg,"适用类型：288-pin ddr4 sdram
内存容量：暂无数据
内存类型：暂无数据
内存主频：暂无数据",288-pin ddr4 sdram,暂无数据,暂无数据,暂无数据
