标题,参考价,京东价
磐镭128GB（2×32GB）DDR4 3200 马甲条,3799,
磐镭64GB（2×32GB）DDR4 3200,1899,
磐镭32GB DDR4 3200,969,
磐镭128GB（4×32GB）DDR4 3200,3789,
磐镭64GB（4×16GB）DDR4 3200,2099,
磐镭16GB DDR4 3200,539,
磐镭32GB（2×16GB）DDR4 3200,1059,
枭鲸8GB DDR3 1600（笔记本）,155,
枭鲸32GB（2×16GB）DDR4 3200 电竞版,715,
枭鲸4GB DDR3 1600（笔记本）,89,
索奈特8GB DDR3 1333（台式机）,140,33
索奈特2GB DDR3 1333（台式机）,45,25
铨兴8GB DDR4 2666（笔记本）,189,79
铨兴16GB DDR4 2666（台式机）,389,129
铨兴32GB DDR4 3200（台式机）,879,349
铨兴8GB DDR4 2666（台式机）,219,79
索奈特8GB DDR3 AMD专用 1333（台式机）,118,38
铨兴4GB DDR4 2666（台式机）,108,59
索奈特8GB DDR3 AMD专用 1600（台式机）,118,38
索奈特8GB DDR4 2400（笔记本）,168,
Tt 钢影 TOUGHRAM RGB 16GB（2×8GB）DDR4 3600（RG27D408GX2-3600C18A）,1099,
索奈特16GB DDR4 2666（笔记本）,378,108
Tt 钢影 TOUGHRAM RGB 16GB（2×8GB）DDR4 3600（RG28D408GX2-3600C18A）,1099,
Tt 钢影 TOUGHRAM RGB 16GB（2×8GB）DDR4 3600（RG25D408GX2-3600C18A）,1099,1099
Tt 钢影 TOUGHRAM RGB 16GB（2×8GB）DDR4 3600（RG26D408GX2-3600C18A）,1099,
Tt 钢影 TOUGHRAM RGB 16GB（2×8GB）DDR4 4000（R022D408GX2-4000C19A）,1199,1199
Tt 钢影 TOUGHRAM RGB 16GB（2×8GB）DDR4 4400（R022D408GX2-4400C19A）,1399,
Tt 钢影 TOUGHRAM 16GB（2×8GB）DDR4 4400（R020D408GX2-4400C19A）,1399,
Tt 钢影 TOUGHRAM RC 16GB（2×8GB）DDR4 4400（RA24D408GX2-4400C19A）,1299,
Tt 钢影 TOUGHRAM RC 16GB（2×8GB）DDR4 3600（RA24D408GX2-3600C18A）,799,
Tt 钢影 TOUGHRAM RC 16GB（2×8GB）DDR4 4000（RA24D408GX2-4000C19A）,1099,
Tt 钢影 TOUGHRAM RGB 64GB（2×32GB）DDR4 3200（R022R432GX2-3200C16A）,2699,
Tt 钢影 TOUGHRAM RGB 32GB（2×16GB） DDR4 3600（R009D416GX2-3600C18A）,1599,
Tt 钢影 TOUGHRAM RGB 16GB（2×8GB）DDR4 4600（R022D408GX2-4600C19A）,1699,1649
Tt 钢影 TOUGHRAM RGB 64GB（2×32GB）DDR4 3200（R009R432GX2-3200C16A）,2599,
Tt 钢影 TOUGHRAM RGB 64GB（2×32GB） DDR4 3600（R009R432GX2-3600C18A）,3199,
Tt 钢影 TOUGHRAM RGB 32GB（2×16GB）DDR4 3200（R009D416GX2-3200C16A）,1299,
Tt 钢影 TOUGHRAM 16GB（2×8GB）DDR4 3600（R020D408GX2-3600C18A）,899,
Tt 钢影 TOUGHRAM 16GB（2×8GB）DDR4 4000（R020D408GX2-4000C19A）,1199,
Tt 钢影 TOUGHRAM RGB 64GB（2×32GB） DDR4 3600（R022R432GX2-3600C18A）,3299,
Tt 钢影 TOUGHRAM Z-ONE RGB 16GB（2×8GB）DDR4 4400,1799,
Tt 钢影 TOUGHRAM Z-ONE RGB 16GB（2×8GB）DDR4 4600,1999,
Tt 钢影 TOUGHRAM Z-ONE RGB 16GB（2×8GB）DDR4 4000,1499,
朗科绝影RGB 16GB（2×8GB）DDR4 3600,499,255
朗科绝影RGB 16GB（2×8GB）DDR4 3200,409,245
捷派DDR3 2GB 1333（笔记本）,69,
捷派DDR3 2GB 1333（台式机）,69,
捷派DDR3 8GB 1600（笔记本）,189,
捷派DDR3 4GB 1600（笔记本）,105,
捷派DDR3 4GB 1600（台式机）,105,
捷派DDR3 8GB 1600（台式机）,189,
七彩虹8GB DDR4 2666（台式机）,199,69
Tt 钢影 TOUGHRAM Z-ONE RGB 16GB（2×8GB）DDR4 3200（R019D408GX2-3200C16A）,799,
Goldendisk 8GB DDR3L 1866 ECC（笔记本）,1065,
雷克沙16GB DDR4 2666（笔记本）,429,
Goldendisk 4GB DDR3L 1866 ECC（笔记本）,608,
Goldendisk 4GB DDR3L 1866（笔记本）,568,
Goldendisk 8GB DDR3L 1866（笔记本）,926,
Goldendisk 8GB DDR4 2666 ECC（笔记本）,831,
Goldendisk 2GB DDR3L 1866（笔记本）,290,
Goldendisk 16GB DDR4 2666 ECC（笔记本）,1488,
Goldendisk 4GB DDR4 2666 ECC（笔记本）,535,
Goldendisk 32GB DDR4 2666（笔记本）,2286,
Goldendisk 16GB DDR4 2666（笔记本）,1273,
Goldendisk 8GB DDR4 2666（笔记本）,726,
Goldendisk 4GB DDR4 2666（笔记本）,448,
赛帝曼克16GB DDR4 2666（台式机）,439,
赛帝曼克8GB DDR4 2666（台式机）,249,
赛帝曼克8GB DDR4 2400（台式机）,239,
赛帝曼克16GB DDR4 2400（台式机）,439,
Goldendisk 16GB DDR4 2666（台式机）,580,
Goldendisk 32GB DDR4 2666（台式机）,1200,
Goldendisk 32GB DDR4 3200（台式机）,1282,
Goldendisk 8GB DDR4 2666（台式机）,288,
Goldendisk 4GB DDR4 2666（台式机）,150,
Goldendisk 8GB DDR3L 1600（笔记本）,202,
梅捷8GB DDR4 2666（台式机）,189,
Goldendisk 4GB DDR3L 1600（笔记本）,110,
Goldendisk 2GB DDR3L 1600（笔记本）,78,
梅捷8GB DDR3 1600（台式机）,149,
麦光悍獾RGB内存条 16GB DDR4 3200,629,
梅捷4GB DDR4 2400（台式机）,99,
麦光32GB DDR4 3600（台式机）,1119,
麦光8GB DDR3 1600（笔记本）,219,
麦光悍獾RGB内存条 8GB DDR4 3200,359,
麦光32GB DDR4 3200（台式机）,1089,572
科赋CRAS XR RGB 32GB（2×16GB）DDR4 4000,1599,
科赋32GB DDR4 3200（笔记本）,1049,
科赋32GB DDR4 2666（笔记本）,1199,
亿储8GB DDR4 2666,219,
移速猎豹 8GB DDR4 2666（YSMLB-8G26D4L）,179,
朗科越影 16GB DDR4 3200,439,
朗科超光 16GB DDR4 2666,429,139
移速猎豹 4GB DDR4 2666（YSMLB-4G26D4L）,99,
创见32GB DDR4 2666（笔记本）,1199,479
创见8GB DDR3 1600（笔记本）,349,
方正4GB DDR3 1600（台式机）,99,
创见32GB DDR4 2666（台式机）,839,479
HP V10 RGB 32GB（2×16GB）DDR4 3600,1459,
HP V10 RGB 32GB（2×16GB）DDR4 3200,1809,
雷克沙32GB DDR4 2666（台式机）,830,
雷克沙32GB DDR4 3200（笔记本）,990,399
雷克沙16GB DDR4 3200（笔记本）,445,179
雷克沙Hades RGB 16GB DDR4 3200,699,
雷克沙Hades RGB 16GB（2×8GB）DDR4 3200,580,
雷克沙Hades RGB 32GB（2×16GB）DDR4 3200,1100,
雷克沙Hades RGB 8GB DDR4 3200,369,
雷克沙32GB DDR4 3200（台式机）,749,389
Goldendisk 4GB DDR3 1600（台式机）,110,
Goldendisk 8GB DDR3 1600（台式机）,202,
金邦锐速 16GB DDR4 3000,599,169
Goldendisk 2GB DDR3 1600（台式机）,78,
金邦锐速 32GB（2×16GB）DDR4 2666,1178,329
金邦锐速 32GB（2×16GB）DDR4 2400,1158,
金邦锐速 16GB DDR4 2400,579,
金邦锐速 16GB（2×8GB）DDR4 2666,618,
金邦锐速 32GB（2×16GB）DDR4 3000,1198,
金邦锐速 8GB DDR4 2666,309,
金邦锐速 16GB（2×8GB）DDR4 2400,598,
阿斯加特洛极W3 32GB（2×16GB）DDR4 3200,1269,
阿斯加特洛极T2 32GB（2×16GB）DDR4 3000,1099,
威刚XPG Z1 64GB（2×32GB）DDR4 3000,2820,
威刚XPG 龙耀D60G 32GB（2×16GB）DDR4 3200,1299,
威刚XPG威龙D20 16GB（2×8GB）DDR4 3200,619,
光威TYPE-a 16GB（2×8GB）DDR4 3000,509,
光威TYPE-a 8GB DDR4 3200,259,
光威天策 16GB（2×8GB）DDR4 3000,419,
梵想UD001 8GB DDR4 2666,190,
七彩虹捍卫者 16GB（2×8GB）DDR4 3600,699,
科赋32GB（2×16GB）DDR4 3200,1119,
科赋16GB（2×8GB）DDR4 3200,399,
Acer 掠夺者 Apollo 16GB（2×8GB）DDR4 4133 B-Die颗粒,1099,
科赋32GB（2×16GB）DDR4 2666（台式机）,1079,
科赋CRAS XR RGB 16GB（2×8GB）DDR4 4000,1099,
科赋BOLT XR 16GB（2×8GB）DDR4 3600,619,
科赋BOLT XR 32GB（2×16GB）DDR4 3600,1319,
英睿达Ballistix铂胜MAX 16GB（2×8GB）DDR4 4400（BLM2K8G44C19U4BL）,1499,
科赋CRAS XR RGB 16GB（2×8GB）DDR4 3600,799,
英睿达Ballistix铂胜 RGB 16GB（2×8GB）DDR4 3200（BL2K8G32C16U4BL）,649,
阿斯加特洛极W3 2.0 16GB（2×8GB）DDR4 3600,769,
Acer 掠夺者 Apollo 16GB（2×8GB）DDR4 4000 B-Die颗粒,1899,
金邦极光SUPER LUCE RGB SYNC TUF Gaming Alliance 8GB DDR4 3200,466,
Acer 掠夺者 Apollo 16GB（2×8GB）DDR4 3600 B-Die颗粒,1329,
Acer 掠夺者 Apollo 16GB（2×8GB）DDR4 3600,899,
Acer 掠夺者 Talos 16GB（2×8GB）DDR4 3600,779,
Acer 掠夺者 Apollo 32GB（2×16GB）DDR4 3200,1499,
Acer 掠夺者 Apollo 32GB（2×16GB）DDR4 3200 B-Die颗粒,2469,
Acer 掠夺者 Talos 8GB DDR4 3600,399,
Acer 掠夺者 Talos 16GB（2×8GB）DDR4 3000,679,
Acer 掠夺者 Talos 16GB（2×8GB）DDR4 3200,729,
Acer 掠夺者 Apollo 16GB（2×8GB）DDR4 3200 B-Die颗粒,1199,
宇瞻黑豹 32GB（2×16GB）DDR4 3000,979,
Team 开创者 CLASSIC 10L 32GB（16GB×2）3200,1199,
Team 开创者 CLASSIC 10L 16GB（8GB×2）3200,649,
Team 开创者 CLASSIC 10L 64GB（32GB×2）3200,2399,
Team 引领者 EXPERT DDR4 OC10L 64GB（32GB×2）3600,2201,
Tt 钢影 TOUGHRAM XG RGB 16GB（2×8GB）DDR4 4600（R016D408GX2-4600C19A）,1799,1799
Tt 钢影 TOUGHRAM XG RGB 16GB（2×8GB）DDR4 4000（R016D408GX2-4000C19A）,1299,
Tt 钢影 TOUGHRAM XG RGB 16GB（2×8GB）DDR4 4400（R016D408GX2-4400C19A）,1599,
Tt 钢影 TOUGHRAM XG RGB 16GB（2×8GB）DDR4 3600（R016D408GX2-3600C18A）,999,
瑞势天狼 4GB（2×2GB）DDR3 1333,220,
瑞势天狼 2GB DDR3 1333,109,
瑞势天狼 16GB（2×8GB）DDR4 2400（笔记本）,640,
瑞势天狼 8GB DDR4 2400（笔记本）,319,
瑞势天狼 8GB（2×4GB）DDR4 2666（笔记本）,360,
瑞势战狼 8GB DDR4 3000,369,
瑞势战狼 16GB（2×8GB）DDR4 3000,761,
瑞势天狼 4GB DDR4 2666（笔记本）,179,
瑞势天狼 16G（2×8GB）DDR4 2666,639,
金胜维16GB DDR4 3000（马甲条）,529,
金胜维32GB DDR4 3000（马甲条）,899,
金胜维32GB DDR4 2666（马甲条）,869,
金胜维8GB DDR4 2666（马甲条）,279,
金胜维16GB DDR4 2666（马甲条）,499,
金胜维16GB DDR4 2666（笔记本),449,139
金胜维8GB DDR4 2666（笔记本）,159,79
金胜维2GB DDR3L 1333（笔记本）,59,
金胜维8GB DDR3L 1600（笔记本）,199,59
金胜维4GB DDR3L 1600（笔记本）,109,39
影驰HOF PRO RGB 16GB（2×8GB） DDR4 4400,1599,
七彩虹捍卫者 8GB DDR4 3200,349,149
超频三超神 8GB DDR4 3000 RBG灯条,249,
影驰HOF PRO RGB 16GB（8GBx2） DDR4 4000,1099,
超频三8GB DDR4 2666（台式机）,219,
金泰克骁帅 16GB DDR4 3000,459,
金泰克骁帅 16GB DDR4 2666,459,
昱联4GB DDR4 2666 马甲条,129,
昱联16GB DDR4 2666 马甲条,499,
昱联8GB DDR4 2666 马甲条,229,
昱联16GB（2×8GB）DDR4 3600 RGB灯条,699,
昱联8GB DDR4 4000 RGB灯条,469,
科赋CRAS X RGB 16GB（2×8GB）DDR4 3200,669,
昱联32GB（2×16GB）DDR4 3600 RGB灯条,1228,
昱联32GB（2×16GB）DDR4 3200 RGB灯条,1028,
昱联16GB（2×8GB）DDR4 3200 RGB灯条,566,
昱联16GB（2×8GB）DDR4 4000 RGB灯条,919,
昱联32GB（2×16GB）DDR4 4000 RGB灯条,1779,
酷兽夜枭 8GB DDR4 3000,175,
酷兽夜枭 32GB DDR4 3000,679,
酷兽夜枭 16GB（2×8GB）DDR4 3600,499,
酷兽夜枭 16GB（2×8GB）DDR4 3000,429,
酷兽夜枭 16GB（2×8GB）DDR4 3200,359,
玖合8GB DDR4 3200（笔记本）,249,
玖合16GB DDR4 3200（笔记本）,479,
玖合16GB DDR4 3000（笔记本）,469,
玖合8GB DDR4 3000（笔记本）,239,
扎达克TWIST 16GB DDR4 3200,419,
方正8GB DDR3 1600（台式机）,178,
美商海盗船复仇者LPX 银色 32GB（2×16GB） DDR4 3200,1199,
方正4GB DDR4 2400（台式机）,97,
美商海盗船复仇者LPX 银色 16GB DDR4 3200,599,
美商海盗船复仇者LPX 银色 16GB（2×8GB） DDR4 3200,639,
棘蛇8GB DDR4 3200 RGB灯条,229,
劲鲨DDR4 16GB 2400Mzh,360,
Tt 钢影 TOUGHRAM RGB 16GB（2×8GB）DDR4 4600（R009D408GX2-4600C19A）,1649,1649
铭瑄 终结者Q3 16GB（2×8GB）DDR4 3200,399,
光威战将 8GB DDR4 2666（笔记本）,229,79
阿斯加特黑骑士V1 16GB（2×8GB）DDR4 3600,599,
光威战将 16GB DDR4 2666（笔记本）,430,145
紫光御紫 8GB DDR4 3600,289,
紫光御紫 16GB（2×8GB）DDR4 3600,539,
紫光御紫 16GB（2×8GB）DDR4 2666,389,
海康威视4GB DDR4 2666（台式机）,135,
海康威视32GB（2×16GB）DDR4 2666（台式机）,959,
海康威视16GB DDR4 2666（台式机）,479,
海康威视U10 8GB DDR4 3000,199,
海康威视U10 32GB（2×16GB）DDR4 3000,939,
海康威视U10 16GB（2×8GB）DDR4 3000,519,
台电腾龙 8GB DDR4 3000,259,
Team Delta RGB 32GB（2×16GB）DDR4 3600,1099,
阿斯加特洛极W3 32GB（2×16GB）DDR4 3600,1049,
阿斯加特洛极W3 16GB（2×8GB）DDR4 3200,519,
科赋BOLT X 16GB DDR4 3600,589,
瑞势金刚狼 32GB（2×16GB）DDR4 3200,899,
光威弈Pro 16GB DDR4 2666马甲条,459,
光威弈Pro 8GB DDR4 3000马甲条,250,
科赋BOLT X 32GB（2×16GB）DDR4 3600,1199,
扎达克DDR4 16GB 3600（2×8GB）SPARK RGB灯条,739,
扎达克TWIST 32GB DDR4 3200,939,
扎达克DDR4 32GB 3600（2×16GB）SPARK RGB灯条,1399,
影驰星曜 16GB DDR4 3000,569,
扎达克TWIST 8GB DDR4 3200,249,
科赋CRAS X RGB 32GB（2×16GB）DDR4 3200,1199,
技宏天河 16GB DDR4 3000,339,
技宏天河 8GB DDR3 1600（笔记本）,159,
技宏天河 4GB DDR3 1600（笔记本）,95,
技宏天河 8GB DDR4 3000,309,
技宏天河 4GB DDR3 1600,115,
技宏天河 8GB DDR4 2666,269,
酷兽32GB DDR4 2666（笔记本）,669,1199
酷兽16GB DDR4 2666（笔记本）,399,145
酷兽夜枭 16GB DDR4 2666,419,499
酷兽16GB DDR4 2666（台式机）,399,
雷神记忆魔人 8GB DDR4 3200,299,
雷神记忆魔人 16GB（2×8GB）DDR4 3200 RGB,699,
棘蛇8GB DDR4 3600 红马甲条,239,
棘蛇8GB DDR4 3200（台式机）,189,
棘蛇16GB DDR4 3200 红马甲条,369,
升技祥云clouds II代 32GB DDR4 2666,799,
升技8GB DDR4 2666（笔记本）,249,
升技4GB DDR4 2133（笔记本）,119,
升技祥云clouds II代 16GB DDR4 2666,479,
升技祥云clouds II代 8GB DDR4 3200,255,
升技祥云clouds II代 16GB DDR4 3000,369,
升技祥云clouds II代 8GB DDR4 3000,269,
升技祥云clouds II代 8GB DDR4 2666,259,
升技祥云clouds II代 8GB DDR4 2400,249,
升技4GB DDR3L 1600（笔记本）,129,
升技8GB DDR3L 1600（笔记本）,179,
升技8GB DDR4 3000（台式机）,249,
升技16GB DDR4 2666（台式机）,449,
升技4GB DDR4 2666（台式机）,99,
升技8GB DDR4 2666（台式机）,239,
升技4GB DDR4 2400（台式机）,115,
升技8GB DDR4 2400（台式机）,235,
升技8GB DDR3 1600（台式机）,166,
升技4GB DDR3 1600（台式机）,99,
技嘉AORUS 16GB（2×8GB）DDR4 3600,1049,
技嘉8GB DDR4 2666,349,
Tt 钢影 TOUGHRAM 16GB（2×8GB）DDR4 4000（R017D408GX2-4400C19A）,1259,
Tt 钢影 TOUGHRAM 16GB（2×8GB）DDR4 4400（R017D408GX2-4400C19A）,1299,
Tt 钢影 TOUGHRAM 16GB（2×8GB）DDR4 3600（R017D408GX2-3600C18A）,799,
BORY 8GB DDR4 3000,199,
BORY 16GB DDR4 2400,298,
BORY 8GB DDR4 2400,168,
光威深渊 8GB DDR4 3200,199,
光威深渊 16GB DDR4 3000,469,
光威深渊 32GB DDR4 3000,769,
Tt 钢影 TOUGHRAM RGB 16GB（2×8GB）DDR4 4400（R009D408GX2-4400C19A）,1349,
Tt Water Ram RGB 32GB（4×8GB）DDR4 3600,5999,
Tt 钢影 TOUGHRAM RGB 16GB（2×8GB）DDR4 4000（R009D408GX2-4000C19A）,1149,
Tt 钢影 TOUGHRAM RGB 16GB（2×8GB）DDR4 3600（R022D408GX2-3600C18A）,899,
Tt 钢影 TOUGHRAM RGB 16GB（2×8GB）DDR4 3200,859,
联想Master大师 32GB（2×16GB）DDR4 3200,799,
扎达克16GB DDR4 3200 SPARK RGB灯条,699,
联想Master大师 16GB DDR4 3200,449,
七彩虹战戟 8GB DDR4 2666,199,
棘蛇32GB DDR4 2666（笔记本）,599,
扎达克16GB DDR4 3000 MOAB RGB灯条,729,
扎达克16GB（2×8GB）DDR4 3200 SPARK RGB灯条,829,
Team Delta RGB 32GB（2×16GB）DDR4 3200,1219,
芝奇Sniper X 8GB DDR4 3200（F4-3200C16S-16GSXWB）,449,
Team Delta RGB 16GB（2×8GB）DDR4 3600,699,
影驰HOF EXTREME 16GB（2×8GB）DDR4 4400,1799,
铭瑄 8GB DDR3 1600（台式机）,189,
科赋CRAS X RGB 8GB DDR4 3200,319,
科赋8GB DDR4 3200（笔记本）,279,
影驰HOF EXTREME 16GB（2×8GB）DDR4 4266,1299,
科赋16GB DDR4 3200（笔记本）,519,
超频三超神Super God 16GB DDR4 2666 RGB,499,
超频三8GB DDR4 2666 马甲条,279,
超频三16GB DDR4 2666 马甲条,459,
影驰HOF OC Lab 幻迹 16GB（2×8GB）DDR4 3600,999,
影驰HOF OC Lab 皑钻 16GB（2×8GB）DDR4 4800,2999,
影驰HOF OC Lab 皑钻 16GB（2×8GB）DDR4 4400,1999,
影驰HOF OC Lab 皑钻 16GB（2×8GB）DDR4 4266,1599,
影驰HOF OC Lab 皑钻 16GB（2×8GB）DDR4 4600,2599,
影驰HOF OC Lab 皑钻 RGB 16GB（2×8GB）DDR4 4600,2599,
影驰HOF OC Lab 皑钻 RGB 16GB（2×8GB）DDR4 4800,2999,
影驰HOF OC Lab 皑钻 RGB 16GB（2×8GB）DDR4 4266,1599,
影驰HOF OC Lab 皑钻 RGB 16GB（2×8GB）DDR4 4400,1999,
影驰HOF OC Lab 皑钻 RGB 16GB（2×8GB）DDR4 4000,1299,
紫光御紫 16GB（2×8GB）DDR4 2400,448,
紫光御紫 16GB DDR4 2666,438,
紫光御紫 8GB DDR4 2400,199,
紫光8GB DDR4 2666 马甲条,275,
紫光8GB DDR4 2400（台式机）,179,
紫光16GB DDR4 2666 马甲条,455,
紫光8GB DDR4 2666（笔记本）,209,
紫光4GB DDR4 2400（笔记本）,109,
紫光4GB DDR4 2400（台式机）,109,
金邦4GB DDR4 2666（台式机）,159,89
金邦16GB（2×8GB）DDR4 2666（台式机）,558,
影驰GAMER BLUE 8GB DDR4 3200,349,
影驰GAMER BLUE 16GB（2×8GB）DDR4 3000,649,
影驰GAMER BLUE 16GB（2×8GB）DDR4 2666,599,
影驰GAMER BLUE 16GB DDR4 3000,529,
先锋8GB DDR3 1600（台式机）,199,
先锋4GB DDR3 1600（台式机）,109,
影驰星曜 16GB（2×8GB）DDR4 3600,749,
先锋8GB DDR3 1600（笔记本）,199,
扎达克32GB（2×16GB）DDR4 3200 SPARK RGB灯条,1399,
先锋4GB DDR3 1600（笔记本）,119,
扎达克8GB DDR4 3000 MOAB RGB灯条,349,
扎达克TWIST 8GB DDR4 2666,219,
创见16GB DDR4 2666（笔记本）,599,
创见16GB DDR4 2666（台式机）,599,
玖合8GB DDR4 2666（台式机）,239,
玖合8GB DDR4 3000（台式机）,249,
Team 8GB DDR4 3200（笔记本）,259,
Team 16GB DDR4 3200（笔记本）,469,
翔升16GB DDR4 2666 战甲,379,
翔升16GB DDR4 2666（台式机）,369,
翔升8GB DDR4 2666（台式机）,219,
翔升8GB DDR4 2666 战甲,229,
翔升8GB DDR4 2400（台式机）,209,
翔升4GB DDR4 2666（台式机）,135,
翔升16GB DDR4 2400（台式机）,359,
翔升8GB DDR3 1600（台式机）,205,
翔升4GB DDR4 2400（台式机）,129,
翔升4GB DDR3 1600（台式机）,99,
精亿4GB DDR4 2400（升级马甲版）,119,
精亿16GB DDR4 2666（台式机）,265,
精亿4GB DDR4 2400（台式机）,109,
精亿16GB DDR4 2400（台式机）,265,
精亿16GB DDR4 3000（台式机）,278,
精亿8GB DDR4 3000（台式机）,188,
精亿8GB DDR4 3200（台式机）,198,
协德8GB DDR4 3000 电竞版,239,
协德16GB DDR4 3000 电竞版,469,49
精亿16GB DDR4 3200（台式机）,288,
黑金刚4GB DDR4 2666（笔记本）,170,
黑金刚16GB DDR4 2666,435,
黑金刚8GB DDR4 2666（笔记本）,260,
黑金刚8GB DDR4 2666,230,
黑金刚4GB DDR4 2666,170,
黑金刚8GB DDR3 1600（笔记本）,270,
黑金刚8GB DDR3 1600,245,
黑金刚4GB DDR3 1600（笔记本）,170,
光威TYPE-a 16GB DDR4 2666（2×8GB）,459,
挚科16GB DDR4 2666（台式机）,299,
芝奇Ripjaws4 8GB DDR4 2666（F4-2666C19S-8GRK）,209,
威刚XPG-Z1威龙 16GB DDR4 2666,609,
海盗船统治者铂金 RGB 32GB（2×16GB）DDR4 3000,1599,
挚科16GB DDR4 2400（台式机）,299,
海盗船统治者铂金 RGB 32GB（2×16GB）DDR4 3200,1499,799
海盗船复仇者 16GB（2×8GB）DDR4 2666（笔记本）,539,
方正4GB DDR4 2666（台式机）,119,
海盗船复仇者 32GB DDR4 2666（笔记本）,1099,469
方正8GB DDR4 2666（台式机）,239,
威刚XPG 龙耀D60G 16GB（2×8GB）DDR4 3000,579,
雷克沙8GB DDR4 2666（台式机）,210,
金士顿HyperX Predator 16GB DDR4 3000 RGB灯条（套装）,879,
雷神8GB DDR4 2666（笔记本）,249,
影驰16GB DDR4 2666（台式机）,339,
影驰8GB DDR4 2666（台式机）,239,
毕伟16GB DDR4 2666（台式机）,452,
毕伟炫酷马甲条 8GB DDR4 2666,230,
HP V2 16GB DDR4 2666,499,
金泰克X3烈焰风暴 16GB DDR4 2666,469,
HP V2 4GB DDR4 2666,159,
昱联16GB DDR4 2666（笔记本）,489,249
HP V2 8GB DDR4 2400,269,
HP V2 8GB DDR4 2666,269,
昱联8GB DDR4 2666（笔记本）,259,149
昱联4GB DDR4 2666（笔记本）,129,109
昱联16GB DDR4 3600 RGB灯条,619,
昱联8GB DDR4 3600 RGB灯条,338,
昱联8GB DDR4 3200 RGB灯条,319,
昱联16GB DDR4 3200 RGB灯条,529,
台电幻影 RGB 8GB DDR4 3000,249,
昱联16GB DDR4 2666（台式机）,479,
昱联4GB DDR4 2666（台式机）,119,
捷派DDR4 16GB 2666 马甲散热条,389,
捷派DDR4 16GB 3200 马甲散热条,519,
捷派DDR4 16GB 3000 马甲散热条,459,
捷派DDR4 16GB 2666（台式机）,499,
捷派DDR4 16GB 3200（笔记本）,489,
捷派DDR4 8GB 2666（台式机）,269,
捷派DDR4 16GB 3000（笔记本）,439,
捷派DDR4 8GB 3200（笔记本）,329,
捷派DDR4 8GB 3000（笔记本）,279,
捷派DDR4 16GB 2666（笔记本）,499,
捷派DDR4 8GB 2666（笔记本）,269,
宇瞻黑豹 16GB（2×8GB）DDR4 3200,499,
宇瞻暗黑女神 8GB DDR4 3000（笔记本）,229,
宇瞻16GB DDR4 2666（笔记本）,369,
宇瞻黑豹 16GB DDR4 2666,399,
棘蛇16GB（2×8GB）DDR4 2666 黑马甲条,369,
棘蛇32GB（2×16GB）DDR4 2666 黑马甲条,689,
宇瞻16GB（2×8GB）DDR4 3600 暗黑女神RGB灯条,699,
铂胜16GB（2×8GB）DDR4 3200 马甲灯条,689,
金百达4GB DDR4 2666（笔记本）,109,
枭鲸64GB（2×32GB）DDR4 3000 电竞版,1379,
枭鲸32GB（2×16GB）DDR4 2666 电竞版,839,
枭鲸64GB（2×32GB）DDR4 2666 电竞版,1319,
枭鲸32GB（2×16GB）DDR4 3000 电竞版,859,
枭鲸16GB（2×8GB）DDR4 3000 电竞版,459,
枭鲸16GB（2×8GB）DDR4 3200 电竞版,479,
枭鲸16GB（2×8GB）DDR4 2666 电竞版,419,
七彩虹CVN 8GB DDR4 2666 RGB,299,
枭鲸32GB DDR4 3200 电竞版,989,
七彩虹CVN 8GB DDR4 3200 RGB,349,
枭鲸32GB DDR4 3000 电竞版,689,
枭鲸16GB DDR4 3000 电竞版,429,
枭鲸8GB DDR4 3200 电竞版,239,
枭鲸16GB DDR4 2666 电竞版,419,
枭鲸8GB DDR4 3000 电竞版,229,
枭鲸32GB DDR4 2666 电竞版,679,
枭鲸8GB DDR4 2666 电竞版,209,
枭鲸32GB（2×16GB）DDR4 2666（笔记本）,759,
枭鲸16GB DDR4 2666（台式机）,409,
枭鲸8GB DDR4 2666（笔记本）,179,
枭鲸4GB DDR4 2666（笔记本）,109,
枭鲸16GB DDR4 2666（笔记本）,399,
扎达克DDR4 4133 16GB（2×8GB）SPARK RGB灯条,1299,
扎达克DDR4 2666 8GB MOAB RGB灯条,339,
安钛克KATANA 16GB（2×8GB）DDR4 3200,899,
扎达克DDR4 3200 16GB（2×8GB）MOAB RGB灯条,699,
扎达克DDR4 3600 16GB（2×8GB）SHIELD RGB灯条,939,
扎达克DDR4 3200 8GB MOAB RGB灯条,399,
酷兽8GB DDR4 2666（笔记本）,219,299
玖合32GB DDR4 2666（笔记本）,989,
光威弈Pro 8GB DDR4 2666（笔记本）,236,
光威弈Pro 16GB DDR4 2666（笔记本）,428,
Team Elite 32GB（16GB×2）DDR4 3200,869,
Team Elite 16GB（8GB×2）DDR4 3200,439,
Team Elite 32GB DDR4 3200,869,
台电极光系列 A40 8GB DDR4 2666,249,
HP V8 RGB 8GB DDR4 3600,399,
HP V8 RGB 8GB DDR4 3000,349,
棘蛇16GB DDR4 3000（台式机）,319,
先锋冰锋系列 8GB DDR4 3600,249,
先锋冰锋系列 16GB DDR4 3600,499,
棘蛇8GB DDR4 3000（台式机）,189,
棘蛇8GB DDR4 2666（台式机）,179,
棘蛇16GB DDR4 2666（台式机）,339,
Team 炫光迷彩 8GB DDR4 2666,279,
Team 炫光迷彩 16GB（8GB×2）DDR4 3000,519,
Team 炫光迷彩 16GB DDR4 3000,499,
